seqID,scaffoldID,gene_start,gene_end,gene_direction,cluster_ID,taxonomic_assignment,metabolic_assignment,gene_info
BLI21_assembly106_000000084592_3,BLI21_assembly106_000000084592,5000,6025,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000084592_4,BLI21_assembly106_000000084592,6033,6341,+,BLI_hgcA_clstr_0046,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000008484_1,BLI20_coassembly_000000008484,5000,5755,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,hgcA
BLI20_coassembly_000000008484_2,BLI20_coassembly_000000008484,3880,4878,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,terC
BLI20_coassembly_000000008484_3,BLI20_coassembly_000000008484,3427,3555,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI20_coassembly_000000008484_4,BLI20_coassembly_000000008484,1431,3392,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI20_coassembly_000000008484_5,BLI20_coassembly_000000008484,206,1354,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI21_coassembly_000000858312_1,BLI21_coassembly_000000858312,5000,6199,+,BLI_hgcA_clstr_0005,Firmicutes,FERM,hgcA
BLI21_coassembly_000000086306_1,BLI21_coassembly_000000086306,2883,3128,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000086306_2,BLI21_coassembly_000000086306,3143,3751,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000086306_3,BLI21_coassembly_000000086306,3752,4045,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000086306_4,BLI21_coassembly_000000086306,4466,4882,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,transc_reg_arsR
BLI21_coassembly_000000086306_5,BLI21_coassembly_000000086306,5000,6061,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,hgcA
BLI21_coassembly_000000086306_6,BLI21_coassembly_000000086306,6075,6416,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,hgcB
BLI21_coassembly_000000086306_7,BLI21_coassembly_000000086306,6499,7014,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000086306_8,BLI21_coassembly_000000086306,7062,7772,+,BLI_hgcA_clstr_0030,Desulfomonilaceae,SRB,NA
BLI21_assembly104_000000086908_1,BLI21_assembly104_000000086908,6328,6549,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly104_000000086908_2,BLI21_assembly104_000000086908,6001,6315,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcB
BLI21_assembly104_000000086908_3,BLI21_assembly104_000000086908,5000,6004,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcA
BLI21_assembly104_000000086908_4,BLI21_assembly104_000000086908,4626,5003,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000887220_1,BLI21_coassembly_000000887220,6064,6171,+,BLI_hgcA_clstr_0038,Firmicutes,FERM,NA
BLI21_coassembly_000000887220_2,BLI21_coassembly_000000887220,5000,6049,+,BLI_hgcA_clstr_0038,Firmicutes,FERM,hgcA
BLI21_assembly106_000000008960_1,BLI21_assembly106_000000008960,4770,4988,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000008960_2,BLI21_assembly106_000000008960,5000,6064,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000008960_3,BLI21_assembly106_000000008960,6072,6395,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000008960_4,BLI21_assembly106_000000008960,6436,6636,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000008960_5,BLI21_assembly106_000000008960,6679,7746,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000008960_6,BLI21_assembly106_000000008960,7793,8224,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000008960_7,BLI21_assembly106_000000008960,8181,9767,-,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000008960_8,BLI21_assembly106_000000008960,9819,10466,-,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI20_assembly003_000000089801_1,BLI20_assembly003_000000089801,5000,5842,+,BLI_hgcA_clstr_0004,Actinobacteria,RESP,hgcA
BLI21_assembly105_000000090251_1,BLI21_assembly105_000000090251,6748,6870,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000090251_2,BLI21_assembly105_000000090251,6294,6755,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly105_000000090251_3,BLI21_assembly105_000000090251,5983,6297,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcB
BLI21_assembly105_000000090251_4,BLI21_assembly105_000000090251,5000,5986,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000090251_5,BLI21_assembly105_000000090251,4817,4999,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,NA
BLI20_assembly002_000000009085_1,BLI20_assembly002_000000009085,2703,3197,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_assembly002_000000009085_2,BLI20_assembly002_000000009085,3216,3446,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_assembly002_000000009085_3,BLI20_assembly002_000000009085,3457,3888,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_assembly002_000000009085_4,BLI20_assembly002_000000009085,3891,4589,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI20_assembly002_000000009085_5,BLI20_assembly002_000000009085,5000,5863,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcA
BLI20_assembly002_000000009085_6,BLI20_assembly002_000000009085,5896,6177,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcB
BLI20_assembly002_000000009085_7,BLI20_assembly002_000000009085,6440,8476,-,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_assembly102_000000009126_1,BLI21_assembly102_000000009126,10738,10854,-,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_2,BLI21_assembly102_000000009126,10551,10733,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_3,BLI21_assembly102_000000009126,10299,10532,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_4,BLI21_assembly102_000000009126,9338,10174,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_5,BLI21_assembly102_000000009126,8711,8827,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_6,BLI21_assembly102_000000009126,8318,8695,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_7,BLI21_assembly102_000000009126,7122,8306,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000009126_8,BLI21_assembly102_000000009126,6390,6830,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly102_000000009126_9,BLI21_assembly102_000000009126,6072,6371,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000009126_10,BLI21_assembly102_000000009126,5000,6061,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000009126_11,BLI21_assembly102_000000009126,4605,4988,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly102_000000009126_12,BLI21_assembly102_000000009126,4034,4447,-,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000009126_13,BLI21_assembly102_000000009126,2844,4007,-,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,transc_reg_sig54
BLI21_assembly102_000000091477_1,BLI21_assembly102_000000091477,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000091477_2,BLI21_assembly102_000000091477,6116,6442,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000091477_3,BLI21_assembly102_000000091477,6435,6659,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000092827_1,BLI21_assembly106_000000092827,6091,6792,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000092827_2,BLI21_assembly106_000000092827,5000,6049,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000092827_3,BLI21_assembly106_000000092827,4725,5003,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000094205_1,BLI21_assembly103_000000094205,5000,5755,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,hgcA
BLI21_assembly103_000000094205_2,BLI21_assembly103_000000094205,5761,6036,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,hgcB
BLI21_assembly103_000000094205_3,BLI21_assembly103_000000094205,6067,6198,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,NA
BLI21_assembly103_000000094205_4,BLI21_assembly103_000000094205,6420,6845,+,BLI_hgcA_clstr_0003,Actinobacteria,RESP,NA
BLI21_assembly103_000000095294_1,BLI21_assembly103_000000095294,6116,6385,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000095294_2,BLI21_assembly103_000000095294,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000095294_3,BLI21_assembly103_000000095294,4552,4779,-,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000953198_1,BLI21_coassembly_000000953198,5000,5935,+,BLI_hgcA_clstr_0068,Desulfobacterota,SRB,hgcA
BLI21_coassembly_000000953198_2,BLI21_coassembly_000000953198,4825,4950,+,BLI_hgcA_clstr_0068,Desulfobacterota,SRB,NA
BLI20_coassembly_000000095811_1,BLI20_coassembly_000000095811,4319,4450,-,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000095811_2,BLI20_coassembly_000000095811,4659,5027,+,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000095811_3,BLI20_coassembly_000000095811,5000,6013,+,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000095811_4,BLI20_coassembly_000000095811,6010,6312,+,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000095811_5,BLI20_coassembly_000000095811,6342,6785,+,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_coassembly_000000095811_6,BLI20_coassembly_000000095811,6789,7397,+,BLI_hgcA_clstr_0050,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI20_assembly004_000000098923_1,BLI20_assembly004_000000098923,6166,6225,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI20_assembly004_000000098923_2,BLI20_assembly004_000000098923,5000,6169,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,hgcA
BLI21_coassembly_000000000998_46,BLI21_coassembly_000000000998,6742,7947,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000000998_47,BLI21_coassembly_000000000998,6294,6755,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000000998_48,BLI21_coassembly_000000000998,5983,6297,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000000998_49,BLI21_coassembly_000000000998,5000,5986,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000000998_50,BLI21_coassembly_000000000998,4637,4999,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000000998_51,BLI21_coassembly_000000000998,4174,4557,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000998_52,BLI21_coassembly_000000000998,3867,4133,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000998_53,BLI21_coassembly_000000000998,2385,3851,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000998_54,BLI21_coassembly_000000000998,1330,1944,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000998_55,BLI21_coassembly_000000000998,985,1245,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_HTH
